year,journal,baseline_if,filtered_rif,weighted_rif
2014,International Journal of Molecular Sciences,7.5,6.0,5.9166
2014,Nature Reviews Endocrinology,19.4,16.0,15.75
2014,Nature Reviews Gastroenterology & Hepatology,10.5,9.0,8.5
2014,Diabetic Medicine,4.7,3.9,3.8167
2014,Experimental Biology and Medicine,6.0,5.0,5.0
2014,Health Affairs,6.5,5.5,5.5
2014,British Journal of Pharmacology,18.0,18.0,18.0
2014,Endocrine Related Cancer,18.0,17.0,16.875
2014,Annals of Surgery,14.0,11.0,11.0
2014,Frontiers in Neurology,14.0,11.0,10.5
2014,BMJ,8.6,6.6,6.5
2014,Nutrition Research,3.0,1.5,1.5
2014,Journal of Affective Disorders,16.0,11.0,11.0
2014,European Journal of Epidemiology,12.6667,8.6667,8.6667
2014,Nature Genetics,14.0,11.0,11.0
2014,PLoS ONE,7.875,6.625,6.5625
2014,Clinical Chemistry,9.0,6.5,6.5
2014,Journal Of Clinical Periodontology,5.6667,4.3333,4.3333
2014,Journal of the American Society of Nephrology,6.6667,5.0,5.0
2014,Oman Medical Journal,14.0,8.0,8.0
2014,Current Diabetes Reports,11.375,9.5,9.25
2014,American Journal of Kidney Diseases,33.0,26.0,26.0
2014,Cytokine,0.0,0.0,0.0
2014,Circulation,5.25,4.75,4.625
2014,Proceedings of the National Academy of Sciences,3.5,2.5,2.25
2014,Journal of Andrology,2.0,0.0,0.3333
2014,Indian Journal of Endocrinology and Metabolism,8.5,8.0,7.8334
2014,Diabetes Spectrum,36.0,33.0,33.0
2014,Medical Molecular Morphology,2.0,0.0,0.0
2014,Journal of Diabetes & Metabolic Disorders,14.0,10.0,9.75
2014,Journal of Acute Disease,0.0,0.0,0.0
2014,American Journal of Public Health,4.0,3.0,3.0
2014,Hormone Research in Paediatrics,4.0,3.0,3.0
2014,Archives of Internal Medicine,9.0,7.0,6.6667
2014,Journal of Cellular Biochemistry,13.0,12.0,12.0
2014,Gut Microbes,4.0,2.0,2.0
2014,Journal of Laboratory Physicians,3.0,3.0,2.5
2014,British Journal of Biomedical Science,9.0,9.0,8.5
2014,American Journal of Preventive Medicine,20.0,16.0,15.8333
2014,PLoS Genetics,6.5,4.5,4.5
2014,Cell,26.0,18.0,18.0
2014,Diabetes/Metabolism Research and Reviews,10.0,7.6667,7.6667
2014,Diabetes and Vascular Disease Research,20.0,17.0,17.0
2014,BMC Public Health,9.0,8.0,7.5
2014,Annals of the New York Academy of Sciences,31.0,26.0,25.4889
2014,Expert Review of Proteomics,10.0,9.0,9.0
2014,Stroke,9.0,6.5,6.6666
2014,Diabetes Technology & Therapeutics,8.0,7.5,7.5
2014,Diseases of the Colon & Rectum,4.0,4.0,4.0
2014,Cochrane Database of Systematic Reviews,14.6667,13.0,12.5
2014,ISRN Endocrinology,10.0,5.0,5.0
2014,Internal Medicine Journal,11.0,7.0,7.0
2014,Trends in Molecular Medicine,12.0,8.0,8.0
2014,Journal of Bone and Mineral Research,17.5,14.0,14.0
2014,Journal of Breath Research,5.0,4.0,4.0
2014,Journal of Medical Internet Research,6.0,4.5,4.5
2014,Diabetes Therapy,16.0,14.0,13.6667
2014,Molecular Systems Biology,8.0,7.0,7.0
2014,Journal of Adolescent Health,7.0,4.0,3.6667
2014,Telemedicine Journal and e-Health,4.0,2.0,2.0
2014,Chronobiology International,4.0,4.0,4.0
2014,World Journal of Diabetes,12.25,10.0,9.9167
2014,Molecular and Cellular Biology,1.0,0.0,0.0
2014,Diabetology & Metabolic Syndrome,12.5,11.0,11.0
2014,Journal of the American Geriatrics Society,42.0,38.0,38.0
2014,Current Atherosclerosis Reports,7.5,6.0,5.5001
2014,Journal of Hepatology,1.0,1.0,1.0
2014,Best Practice & Research Clinical Gastroenterology,9.0,7.0,7.0
2014,Journal of the American College of Cardiology,18.0,14.5,14.25
2014,Hepatology,1.5,1.5,1.5
2014,International Journal of Hypertension,44.0,35.0,34.5
2014,Canadian Journal of Diabetes,16.5,14.75,14.5833
2014,The Journal of Experimental Medicine,8.0,8.0,8.0
2014,BMC Health Services Research,9.0,8.0,8.0
2014,Journal of Physiology and Pathophysiology,8.0,6.0,6.0
2014,Diabetes & Metabolism,8.0,6.0,6.0
2014,International Journal of Vascular Medicine,37.0,30.0,29.5
2014,Current Opinion in Rheumatology,3.0,1.0,1.0
2014,Diabetes & Metabolism Journal,4.5,4.0,4.0
2014,Health and Quality of Life Outcomes,10.0,9.0,9.0
2014,Journal of Biomarkers,12.0,9.0,9.0
2014,The Review of Diabetic Studies,36.0,31.0,31.0
2014,The Lancet Neurology,37.0,31.0,31.0
2014,Journal of Diabetes Investigation,10.25,6.25,6.25
2014,Current Medicinal Chemistry,0.0,0.0,0.0
2014,Annual Review of Biochemistry,7.0,6.5,6.5
2014,Journal of Periodontology,3.5,2.5,2.5
2014,BMC Medicine,13.0,10.0,10.0
2014,Journal of the American Medical Directors Association,5.0,5.0,5.0
2014,Hepatology Research,16.0,14.0,12.0
2014,Patient,8.0,6.0,6.0
2014,Evidence-based Complementary and Alternative Medicine,5.0,4.0,4.0
2014,International Journal of Epidemiology,2.0,2.0,1.5
2014,Frontiers in Pharmacology,1.0,0.0,0.0
2014,JAMA Internal Medicine,11.5,9.5,9.5
2014,Circulation Heart Failure,9.0,9.0,9.0
2014,Current Diabetes Reviews,24.0,21.0,21.0
2014,Public Health,7.0,5.0,5.0
2014,Analytica Chimica Acta,4.0,2.0,1.5
2014,Environmental Health Perspectives,8.6667,6.6667,6.6667
2014,The Journal of the American Board of Family Medicine,6.0,6.0,6.0
2014,Nature Reviews Drug Discovery,20.0,19.0,19.0
2014,Asian Pacific Journal of Tropical Biomedicine,5.0,4.0,4.0
2014,Advances in experimental medicine and biology,10.0,8.0,8.0
2014,PubMed,39.0,33.0,33.0
2014,Cancer Science,18.0,14.0,14.0
2014,Obesity Surgery,14.0,12.0,12.0
2014,Obesity Research & Clinical Practice,3.0,3.0,3.0
2014,Kidney International,3.0,1.0,1.0
2014,JAMA Dermatology,2.0,1.0,1.0
2014,Gastroenterology,3.0,3.0,3.0
2014,Gerontology,4.0,3.0,3.0
2014,World Journal of Gastroenterology,8.0,5.0,5.3333
2014,Current Opinion in Endocrinology Diabetes and Obesity,12.0,9.0,9.0
2014,Obesity,5.0,4.0,4.0
2014,Preventing Chronic Disease,4.0,4.0,4.0
2014,Journal of General Internal Medicine,6.0,4.0,4.0
2014,British Journal of Cancer,9.0,9.0,8.5
2014,Hypertension,1.0,1.0,0.5
2014,Family Practice News,4.0,3.0,3.0
2014,Journal of Psychosomatic Research,8.0,6.0,6.0
2014,Drugs,17.0,16.0,16.0
2014,The American Journal of the Medical Sciences,4.0,4.0,4.0
2014,The Diabetes Educator,0.0,0.0,0.0
2014,Nature Medicine,5.0,3.0,2.5
2015,Diabetes Obesity and Metabolism,14.0,12.3333,12.3333
2015,BDJ,8.0,7.0,7.0
2015,Diabetes Care,17.3721,14.1628,14.1318
2015,The Lancet Diabetes & Endocrinology,15.5714,12.4286,12.4048
2015,New England Journal of Medicine,8.4286,7.5,7.3929
2015,Globalization and Health,1.0,0.5,0.5
2015,Diabetes Metabolic Syndrome and Obesity,16.0,13.0,12.3334
2015,Diabetes Research and Clinical Practice,14.3333,12.2222,12.0741
2015,Nature Genetics,7.0,5.0,5.0
2015,The Lancet,28.5714,24.7143,24.5143
2015,Journal of Diabetes Science and Technology,5.5,5.0,4.8334
2015,JAMA,9.6667,7.3333,7.2778
2015,Endocrinology and Metabolism Clinics of North America,20.3333,17.0,16.6111
2015,Journal of Diabetes and its Complications,7.0,6.0,6.0
2015,American Journal of Respiratory and Critical Care Medicine,6.0,6.0,5.75
2015,The Journal of Clinical Endocrinology & Metabolism,18.5,14.25,13.875
2015,European Heart Journal,74.3333,65.0,65.0
2015,Journal of Education and Health Promotion,23.0,16.0,16.0
2015,Investigative Ophthalmology & Visual Science,0.0,0.0,0.0
2015,Indian Journal of Endocrinology and Metabolism,3.0,3.0,3.0
2015,Clinica Chimica Acta,4.0,4.0,4.0
2015,Current Diabetes Reports,15.8889,13.0,12.8796
2015,Journal of the American Medical Directors Association,6.0,5.5,5.25
2015,Nature,3.3333,2.8333,2.8333
2015,Journal of Cystic Fibrosis,11.0,7.0,7.0
2015,Angewandte Chemie International Edition,3.0,3.0,3.0
2015,Journal of Clinical Investigation,5.6667,3.6667,3.6667
2015,American Journal of Transplantation,7.0,5.0,5.0
2015,Majmaah Journal of Health Sciences,87.0,78.0,78.0
2015,Hormone Molecular Biology and Clinical Investigation,5.0,5.0,5.0
2015,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,6.0,6.0,6.0
2015,International Journal of Molecular Sciences,12.0,9.0,8.5
2015,Mediators of Inflammation,4.0,4.0,4.0
2015,Nature Reviews Gastroenterology & Hepatology,11.0,7.5,7.0834
2015,Diabetes,7.875,6.25,6.25
2015,Annals of Surgery,9.5,7.5,7.5
2015,AJP Advances in Physiology Education,12.0,9.0,8.5
2015,The ISME Journal,9.0,5.0,5.0
2015,BMJ,9.5,8.0,7.75
2015,Cell Death and Disease,4.0,4.0,4.0
2015,European Journal of Epidemiology,15.6667,12.6667,12.6667
2015,Clinical Chemistry,9.5,7.5,7.5
2015,Journal Of Clinical Periodontology,5.6667,5.3333,5.3333
2015,Diabetologia,6.4,5.4,5.4
2015,Nature Reviews Endocrinology,15.0,10.6667,10.6667
2015,Medicine,17.0,16.0,16.0
2015,Ophthalmology,7.5,6.0,5.6667
2015,Diabetic Medicine,8.0,6.3333,6.25
2015,Acta Physiologica Hungarica,9.0,7.0,7.0
2015,Journal of the American Society of Nephrology,12.0,12.0,12.0
2015,Proceedings of the National Academy of Sciences,3.0,2.5,2.5
2015,International Journal of Medical Sciences,65.0,54.0,54.0
2015,Nature Biotechnology,1.0,1.0,1.0
2015,Journal of Medical Internet Research,8.0,6.0,5.75
2015,Gut,9.0,8.0,8.0
2015,Medical Molecular Morphology,2.0,0.0,0.3333
2015,Journal of Diabetes & Metabolic Disorders,14.0,12.0,11.75
2015,Journal of Acute Disease,0.0,0.0,0.0
2015,American Journal of Public Health,4.0,3.0,2.75
2015,World Journal of Diabetes,17.1667,13.6667,13.6667
2015,PLoS ONE,7.4,6.4,6.2333
2015,Annals of the New York Academy of Sciences,30.0,24.5,24.375
2015,Cell Metabolism,10.5,8.6667,8.6667
2015,Revista Española de Cardiología (English Edition),62.0,51.0,51.0
2015,American Journal of Preventive Medicine,21.0,17.0,16.75
2015,Endocrine Metabolic & Immune Disorders - Drug Targets,10.0,6.0,6.0
2015,Molecular Metabolism,0.0,0.0,0.0
2015,Diabetes/Metabolism Research and Reviews,14.0,12.5,12.0833
2015,BMC Medicine,9.5,7.5,7.5
2015,Diabetes and Vascular Disease Research,56.0,49.0,49.0
2015,Atherosclerosis,9.0,7.0,7.0
2015,Annual Review of Medicine,6.0,4.0,4.0
2015,Expert Review of Proteomics,10.0,8.0,8.0
2015,Journal of Alzheimer s Disease,3.0,2.0,2.0
2015,Evidence-based Complementary and Alternative Medicine,6.0,4.5,4.5
2015,Endocrine,9.0,9.0,8.5
2015,International Journal of Computer Applications,0.0,0.0,0.0
2015,Diseases of the Colon & Rectum,4.0,4.0,4.0
2015,Cell,6.0,5.0,4.8334
2015,Annals of Internal Medicine,10.6,8.2,8.2
2015,Placenta,5.0,4.0,4.0
2015,Trends in Molecular Medicine,12.0,11.0,11.0
2015,Journal of Bone and Mineral Research,13.0,11.0,11.0
2015,European Journal of Immunology,6.0,4.0,4.0
2015,European Urology,2.0,2.0,2.0
2015,Journal of Breath Research,5.0,3.0,3.0
2015,Unknown,2.0,2.0,2.0
2015,Frontiers in Microbiology,8.0,8.0,8.0
2015,Diabetes Therapy,19.0,14.0,14.0
2015,Archives of Biochemistry and Biophysics,5.0,4.0,4.0
2015,Frontiers in Endocrinology,15.0,11.0,10.75
2015,Acta Diabetologica,2.0,1.0,1.0
2015,Current Nutrition Reports,4.0,3.0,3.0
2015,Experimental and Clinical Endocrinology & Diabetes,0.0,0.0,0.0
2015,Nature Medicine,0.0,0.0,0.0
2015,Endocrine Reviews,21.0,19.0,17.8334
2015,Nature Reviews Drug Discovery,19.3333,17.0,17.0
2015,Chronobiology International,4.0,3.0,3.0
2015,Molecular and Cellular Biology,1.0,1.0,1.0
2015,Diabetology & Metabolic Syndrome,18.0,14.5,14.5
2015,Immunology,15.0,12.0,11.6667
2015,Nutrition,11.0,11.0,10.6667
2015,International Journal of Endocrinology,12.0,11.0,11.0
2015,Occupational and Environmental Medicine,5.0,4.0,3.5
2015,Journal of Hepatology,1.0,0.0,0.0
2015,Best Practice & Research Clinical Gastroenterology,10.0,9.0,9.0
2015,PubMed,21.0,18.0,18.0
2015,International Journal of Hypertension,45.0,39.0,39.0
2015,Obesity Reviews,18.0,16.0,15.6667
2015,Journal of Ethnopharmacology,11.0,10.0,9.0
2015,Canadian Journal of Diabetes,16.75,12.75,12.625
2015,Drug Design Development and Therapy,8.0,7.0,7.0
2015,Journal of Physiology and Pathophysiology,8.0,6.0,5.5
2015,PEDIATRICS,10.0,7.0,6.5
2015,American Journal of Clinical Nutrition,12.0,10.5,10.5
2015,Nutrition Research,4.0,3.0,3.0
2015,Biochimica et Biophysica Acta (BBA) - General Subjects,13.0,10.0,10.3333
2015,Current Opinion in Rheumatology,3.0,2.0,2.0
2015,Journal of the American College of Cardiology,8.0,5.0,4.6667
2015,Health and Quality of Life Outcomes,11.0,11.0,11.0
2015,Circulation,8.3333,7.3333,7.3333
2015,Hepatology,2.0,1.0,1.0
2015,Journal of Biomarkers,12.0,9.0,9.0
2015,Journal of Diabetes Investigation,18.0,14.3333,14.3333
2015,Metabolism,3.0,2.0,2.0
2015,Annals of Behavioral Medicine,26.0,21.0,20.5
2015,Current Diabetes Reviews,17.0,12.0,12.0
2015,Journal of Periodontology,4.0,3.5,3.5
2015,Advances in Therapy,3.0,3.0,3.0
2015,Handbook of clinical neurology,19.5,15.0,15.0
2015,Patient,8.0,6.0,6.0
2015,International Journal of Epidemiology,2.0,2.0,2.0
2015,Oxidative Medicine and Cellular Longevity,10.0,9.0,9.0
2015,Nutrition Journal,17.0,11.0,11.0
2015,JAMA Internal Medicine,12.5,10.0,10.0
2015,European Journal of Vascular and Endovascular Surgery,0.0,0.0,0.0
2015,Circulation Heart Failure,10.0,7.0,7.0
2015,Cochrane Database of Systematic Reviews,21.0,16.0,15.4167
2015,BMJ Open,12.0,8.0,8.0
2015,Pharmaceutical Crops,5.0,4.0,4.0
2015,Stroke,7.0,7.0,6.5
2015,European Neuropsychopharmacology,3.0,3.0,3.0
2015,Phytochemistry Reviews,6.0,4.0,4.0
2015,World Journal of Clinical Cases,6.0,6.0,6.0
2015,Medical Clinics of North America,25.0,21.0,21.0
2015,Obesity Research & Clinical Practice,3.0,2.0,2.0
2015,Kidney International,3.0,2.0,2.0
2015,Bulletin of the World Health Organization,9.0,7.0,7.0
2015,Value in Health,15.0,12.0,12.0
2015,Gastroenterology,4.0,3.0,2.5
2015,Pediatric Diabetes,25.0,17.0,16.5
2015,World Journal of Gastroenterology,8.0,6.0,6.0
2015,Preventing Chronic Disease,4.0,3.0,3.0
2015,Journal of Pharmacovigilance,7.0,6.0,6.0
2015,Hypertension,1.0,1.0,0.5
2015,Diabetes & Metabolism Journal,3.0,2.0,2.0
2015,Drugs,18.0,16.0,16.0
2015,The American Journal of the Medical Sciences,4.0,3.0,3.0
2015,Brain,5.0,4.0,4.0
